ID,title,authors,published,updated,abstract,categories,citations,arxiv_url,gscholar_url,journal
37,Data-Driven Shape Analysis and Processing,"['Vladimir G. Kim', 'Qixing Huang', 'Evangelos Kalogerakis', 'Kai Xu']",2015-02-24T04:30:43Z,2015-02-24T04:30:43Z,"Data-driven methods play an increasingly important role in discoveringgeometric, structural, and semantic relationships between 3D shapes incollections, and applying this analysis to support intelligent modeling,editing, and visualization of geometric data. In contrast to traditionalapproaches, a key feature of data-driven approaches is that they aggregateinformation from a collection of shapes to improve the analysis and processingof individual shapes. In addition, they are able to learn models that reasonabout properties and relationships of shapes without relying on hard-codedrules or explicitly programmed instructions. We provide an overview of the mainconcepts and components of these techniques, and discuss their application toshape classification, segmentation, matching, reconstruction, modeling andexploration, as well as scene analysis and synthesis, through reviewing theliterature and relating the existing works with both qualitative and numericalcomparisons. We conclude our report with ideas that can inspire future researchin data-driven shape analysis and processing.",['cs.GR'],84,http://arxiv.org/abs/1502.06686v1,http://scholar.google.com/scholar?oi=bibs&cluster=12798116767169253187&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 36 (1), 101-132"
38,Exploring the Design Space of Immersive Urban Analytics,"['Wei Chen', 'Yingcai Wu', 'Zhutian Chen', 'Yifang Wang', 'Huamin Qu', 'Zhigeng Pan', 'Xiang Gao', 'Tianchen Sun']",2017-09-26T01:15:26Z,2017-09-26T01:15:26Z,"Recent years have witnessed the rapid development and wide adoption ofimmersive head-mounted devices, such as HTC VIVE, Oculus Rift, and MicrosoftHoloLens. These immersive devices have the potential to significantly extendthe methodology of urban visual analytics by providing critical 3D contextinformation and creating a sense of presence. In this paper, we propose antheoretical model to characterize the visualizations in immersive urbananalytics. Further more, based on our comprehensive and concise model, wecontribute a typology of combination methods of 2D and 3D visualizations thatdistinguish between linked views, embedded views, and mixed views. We alsopropose a supporting guideline to assist users in selecting a proper view undercertain circumstances by considering visual geometry and spatial distributionof the 2D and 3D visualizations. Finally, based on existing works, possiblefuture research opportunities are explored and discussed.","['cs.GR', 'cs.HC']",14,http://arxiv.org/abs/1709.08774v1,http://scholar.google.com/scholar?oi=bibs&cluster=1394821561481395010&btnI=1&nossl=1&hl=en&oe=ASCII,"Visual Informatics 1 (2), 132-142"
39,3D Reconstruction of Incomplete Archaeological Objects Using a  Generative Adversarial Network,"['Renato Hermoza', 'Ivan Sipiran']",2017-11-17T00:58:53Z,2018-03-10T18:12:27Z,"We introduce a data-driven approach to aid the repairing and conservation ofarchaeological objects: ORGAN, an object reconstruction generative adversarialnetwork (GAN). By using an encoder-decoder 3D deep neural network on a GANarchitecture, and combining two loss objectives: a completion loss and anImproved Wasserstein GAN loss, we can train a network to effectively predictthe missing geometry of damaged objects. As archaeological objects can greatlydiffer between them, the network is conditioned on a variable, which can be aculture, a region or any metadata of the object. In our results, we show thatour method can recover most of the information from damaged objects, even incases where more than half of the voxels are missing, without producing manyerrors.","['cs.CV', 'cs.AI']",9,http://arxiv.org/abs/1711.06363v2,http://scholar.google.com/scholar?oi=bibs&cluster=9138237811434951015&btnI=1&nossl=1&hl=en&oe=ASCII,"CGI, 5-11"
40,Towards Better Analysis of Deep Convolutional Neural Networks,"['Chongxuan Li', 'Jun Zhu', 'Zhen Li', 'Mengchen Liu', 'Jiaxin Shi', 'Shixia Liu']",2016-04-24T15:53:22Z,2016-05-04T08:17:19Z,"Deep convolutional neural networks (CNNs) have achieved breakthroughperformance in many pattern recognition tasks such as image classification.However, the development of high-quality deep models typically relies on asubstantial amount of trial-and-error, as there is still no clear understandingof when and why a deep model works. In this paper, we present a visualanalytics approach for better understanding, diagnosing, and refining deepCNNs. We formulate a deep CNN as a directed acyclic graph. Based on thisformulation, a hybrid visualization is developed to disclose the multiplefacets of each neuron and the interactions between them. In particular, weintroduce a hierarchical rectangle packing algorithm and a matrix reorderingalgorithm to show the derived features of a neuron cluster. We also propose abiclustering-based edge bundling method to reduce visual clutter caused by alarge number of connections between neurons. We evaluated our method on a setof CNNs and the results are generally favorable.",['cs.CV'],233,http://arxiv.org/abs/1604.07043v3,http://scholar.google.com/scholar?oi=bibs&cluster=8136611938600994112&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (1), 91-100"
41,Deep Fluids: A Generative Network for Parameterized Fluid Simulations,"['Theodore Kim', 'Byungsoo Kim', 'Markus Gross', 'Barbara Solenthaler', 'Vinicius C. Azevedo', 'Nils Thuerey']",2018-06-06T08:57:18Z,2019-02-01T14:44:57Z,"This paper presents a novel generative model to synthesize fluid simulationsfrom a set of reduced parameters. A convolutional neural network is trained ona collection of discrete, parameterizable fluid simulation velocity fields. Dueto the capability of deep learning architectures to learn representativefeatures of the data, our generative model is able to accurately approximatethe training data set, while providing plausible interpolated in-betweens. Theproposed generative model is optimized for fluids by a novel loss function thatguarantees divergence-free velocity fields at all times. In addition, wedemonstrate that we can handle complex parameterizations in reduced spaces, andadvance simulations in time by integrating in the latent space with a secondnetwork. Our method models a wide variety of fluid behaviors, thus enablingapplications such as fast construction of simulations, interpolation of fluidswith different parameters, time re-sampling, latent space simulations, andcompression of fluid simulation data. Reconstructed velocity fields aregenerated up to 700x faster than re-simulating the data with the underlying CPUsolver, while achieving compression rates of up to 1300x.","['cs.LG', 'cs.GR', 'physics.comp-ph', 'physics.flu-dyn', 'stat.ML']",71,http://arxiv.org/abs/1806.02071v2,http://scholar.google.com/scholar?oi=bibs&cluster=410331522781867312&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 38 (2), 59-70"
42,3D Mesh Segmentation via Multi-branch 1D Convolutional Neural Networks,"['David George', 'Gary KL Tam', 'Xianghua Xie']",2017-05-31T12:10:32Z,2018-02-01T13:29:19Z,"There is an increasing interest in applying deep learning to 3D meshsegmentation. We observe that 1) existing feature-based techniques are oftenslow or sensitive to feature resizing, 2) there are minimal comparative studiesand 3) techniques often suffer from reproducibility issue. This studycontributes in two ways. First, we propose a novel convolutional neural network(CNN) for mesh segmentation. It uses 1D data, filters and a multi-brancharchitecture for separate training of multi-scale features. Together with anovel way of computing conformal factor (CF), our technique clearlyout-performs existing work. Secondly, we publicly provide implementations ofseveral deep learning techniques, namely, neural networks (NNs), autoencoders(AEs) and CNNs, whose architectures are at least two layers deep. Thesignificance of this study is that it proposes a robust form of CF, offers anovel and accurate CNN technique, and a comprehensive study of several deeplearning techniques for baseline comparison.",['cs.GR'],19,http://arxiv.org/abs/1705.11050v2,http://scholar.google.com/scholar?oi=bibs&cluster=13136925266407564554&btnI=1&nossl=1&hl=en&oe=ASCII,"Graphical Models 96, 1-10"
43,Neural Style Transfer: A Review,"['Yongcheng Jing', 'Jingwen Ye', 'Yizhou Yu', 'Yezhou Yang', 'Zunlei Feng', 'Mingli Song']",2017-05-11T08:08:44Z,2018-10-30T09:48:05Z,"The seminal work of Gatys et al. demonstrated the power of ConvolutionalNeural Networks (CNNs) in creating artistic imagery by separating andrecombining image content and style. This process of using CNNs to render acontent image in different styles is referred to as Neural Style Transfer(NST). Since then, NST has become a trending topic both in academic literatureand industrial applications. It is receiving increasing attention and a varietyof approaches are proposed to either improve or extend the original NSTalgorithm. In this paper, we aim to provide a comprehensive overview of thecurrent progress towards NST. We first propose a taxonomy of current algorithmsin the field of NST. Then, we present several evaluation methods and comparedifferent NST algorithms both qualitatively and quantitatively. The reviewconcludes with a discussion of various applications of NST and open problemsfor future research. A list of papers discussed in this review, correspondingcodes, pre-trained models and more comparison results are publicly available athttps://github.com/ycjing/Neural-Style-Transfer-Papers.","['cs.CV', 'cs.NE', 'eess.IV', 'stat.ML']",146,http://arxiv.org/abs/1705.04058v7,http://scholar.google.com/scholar?oi=bibs&cluster=4434701562780805395&btnI=1&nossl=1&hl=en&oe=ASCII,IEEE Transactions on Visualization and Computer Graphics
44,GRASS: Generative Recursive Autoencoders for Shape Structures,"['Jun Li', 'Hao Zhang', 'Ersin Yumer', 'Leonidas Guibas', 'Siddhartha Chaudhuri', 'Kai Xu']",2017-05-05T05:45:10Z,2017-05-13T04:49:23Z,"We introduce a novel neural network architecture for encoding and synthesisof 3D shapes, particularly their structures. Our key insight is that 3D shapesare effectively characterized by their hierarchical organization of parts,which reflects fundamental intra-shape relationships such as adjacency andsymmetry. We develop a recursive neural net (RvNN) based autoencoder to map aflat, unlabeled, arbitrary part layout to a compact code. The code effectivelycaptures hierarchical structures of man-made 3D objects of varying structuralcomplexities despite being fixed-dimensional: an associated decoder maps a codeback to a full hierarchy. The learned bidirectional mapping is further tunedusing an adversarial setup to yield a generative model of plausible structures,from which novel structures can be sampled. Finally, our structure synthesisframework is augmented by a second trained module that produces fine-grainedpart geometry, conditioned on global and local structural context, leading to afull generative pipeline for 3D shapes. We demonstrate that withoutsupervision, our network learns meaningful structural hierarchies adhering toperceptual grouping principles, produces compact codes which enableapplications such as shape classification and partial matching, and supportsshape synthesis and interpolation with significant variations in topology andgeometry.","['cs.GR', 'cs.CV']",105,http://arxiv.org/abs/1705.02090v2,http://scholar.google.com/scholar?oi=bibs&cluster=13132742854630822300&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-14"
45,VNect: Real-time 3D Human Pose Estimation with a Single RGB Camera,"['Mohammad Shafiei', 'Oleksandr Sotnychenko', 'Hans-Peter Seidel', 'Helge Rhodin', 'Christian Theobalt', 'Weipeng Xu', 'Dan Casas', 'Srinath Sridhar', 'Dushyant Mehta']",2017-05-03T19:13:23Z,2017-05-03T19:13:23Z,"We present the first real-time method to capture the full global 3D skeletalpose of a human in a stable, temporally consistent manner using a single RGBcamera. Our method combines a new convolutional neural network (CNN) based poseregressor with kinematic skeleton fitting. Our novel fully-convolutional poseformulation regresses 2D and 3D joint positions jointly in real time and doesnot require tightly cropped input frames. A real-time kinematic skeletonfitting method uses the CNN output to yield temporally stable 3D global posereconstructions on the basis of a coherent kinematic skeleton. This makes ourapproach the first monocular RGB method usable in real-time applications suchas 3D character control---thus far, the only monocular methods for suchapplications employed specialized RGB-D cameras. Our method's accuracy isquantitatively on par with the best offline 3D monocular RGB pose estimationmethods. Our results are qualitatively comparable to, and sometimes betterthan, results from monocular RGB-D approaches, such as the Kinect. However, weshow that our approach is more broadly applicable than RGB-D solutions, i.e. itworks for outdoor scenes, community videos, and low quality commodity RGBcameras.","['cs.CV', 'cs.GR']",400,http://arxiv.org/abs/1705.01583v1,http://scholar.google.com/scholar?oi=bibs&cluster=8615080294034478816&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-14"
46,Fairy Lights in Femtoseconds: Aerial and Volumetric Graphics Rendered by  Focused Femtosecond Laser Combined with Computational Holographic Fields,"['Satoshi Hasegawa', 'Yoshio Hayasaki', 'Kota Kumagai', 'Jun Rekimoto', 'Takayuki Hoshi', 'Yoichi Ochiai']",2015-06-22T16:20:34Z,2015-06-22T16:20:34Z,"We present a method of rendering aerial and volumetric graphics usingfemtosecond lasers. A high-intensity laser excites a physical matter to emitlight at an arbitrary 3D position. Popular applications can then be exploredespecially since plasma induced by a femtosecond laser is safer than thatgenerated by a nanosecond laser. There are two methods of rendering graphicswith a femtosecond laser in air: Producing holograms using spatial lightmodulation technology, and scanning of a laser beam by a galvano mirror. Theholograms and workspace of the system proposed here occupy a volume of up to 1cm^3; however, this size is scalable depending on the optical devices and theirsetup. This paper provides details of the principles, system setup, andexperimental evaluation, and discussions on scalability, design space, andapplications of this system. We tested two laser sources: an adjustable (30-100fs) laser which projects up to 1,000 pulses per second at energy up to 7 mJ perpulse, and a 269-fs laser which projects up to 200,000 pulses per second at anenergy up to 50 uJ per pulse. We confirmed that the spatiotemporal resolutionof volumetric displays, implemented with these laser sources, is 4,000 and200,000 dots per second. Although we focus on laser-induced plasma in air, thediscussion presented here is also applicable to other rendering principles suchas fluorescence and microbubble in solid/liquid materials.","['cs.GR', 'cs.HC', 'physics.optics']",100,http://arxiv.org/abs/1506.06668v1,http://scholar.google.com/scholar?oi=bibs&cluster=12625788450078766124&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (2), 1-14"
47,A Simple and Correct Even-Odd Algorithm for the Point-in-Polygon Problem  for Complex Polygons,"['Michael Galetzka', 'Patrick O. Glauner']",2012-07-15T13:06:26Z,2017-07-22T22:23:49Z,"Determining if a point is in a polygon or not is used by a lot ofapplications in computer graphics, computer games and geoinformatics.Implementing this check is error-prone since there are many special cases to beconsidered. This holds true in particular for complex polygons whose edgesintersect each other creating holes. In this paper we present a simple even-oddalgorithm to solve this problem for complex polygons in linear time and proveits correctness for all possible points and polygons. We furthermore provideexamples and implementation notes for this algorithm.",['cs.CG'],13,http://arxiv.org/abs/1207.3502v2,http://scholar.google.com/scholar?oi=bibs&cluster=13485678493044816813&btnI=1&nossl=1&hl=en&oe=ASCII,"VISIGRAPP (1: GRAPP), 175-178"
48,LSTMVis: A Tool for Visual Analysis of Hidden State Dynamics in  Recurrent Neural Networks,"['Sebastian Gehrmann', 'Hanspeter Pfister', 'Hendrik Strobelt', 'Alexander M. Rush']",2016-06-23T20:20:39Z,2017-10-30T15:11:54Z,"Recurrent neural networks, and in particular long short-term memory (LSTM)networks, are a remarkably effective tool for sequence modeling that learn adense black-box hidden representation of their sequential input. Researchersinterested in better understanding these models have studied the changes inhidden state representations over time and noticed some interpretable patternsbut also significant noise. In this work, we present LSTMVIS, a visual analysistool for recurrent neural networks with a focus on understanding these hiddenstate dynamics. The tool allows users to select a hypothesis input range tofocus on local state changes, to match these states changes to similar patternsin a large data set, and to align these results with structural annotationsfrom their domain. We show several use cases of the tool for analyzing specifichidden state properties on dataset containing nesting, phrase structure, andchord progressions, and demonstrate how the tool can be used to isolatepatterns for further statistical analysis. We characterize the domain, thedifferent stakeholders, and their goals and tasks.","['cs.CL', 'cs.AI', 'cs.NE']",139,http://arxiv.org/abs/1606.07461v2,http://scholar.google.com/scholar?oi=bibs&cluster=18279217837708246337&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 24 (1), 667-676"
49,O-CNN: Octree-based Convolutional Neural Networks for 3D Shape Analysis,"['Yang Liu', 'Chun-Yu Sun', 'Yu-Xiao Guo', 'Peng-Shuai Wang', 'Xin Tong']",2017-12-05T09:25:19Z,2017-12-05T09:25:19Z,"We present O-CNN, an Octree-based Convolutional Neural Network (CNN) for 3Dshape analysis. Built upon the octree representation of 3D shapes, our methodtakes the average normal vectors of a 3D model sampled in the finest leafoctants as input and performs 3D CNN operations on the octants occupied by the3D shape surface. We design a novel octree data structure to efficiently storethe octant information and CNN features into the graphics memory and executethe entire O-CNN training and evaluation on the GPU. O-CNN supports various CNNstructures and works for 3D shapes in different representations. By restrainingthe computations on the octants occupied by 3D surfaces, the memory andcomputational costs of the O-CNN grow quadratically as the depth of the octreeincreases, which makes the 3D CNN feasible for high-resolution 3D models. Wecompare the performance of the O-CNN with other existing 3D CNN solutions anddemonstrate the efficiency and efficacy of O-CNN in three shape analysis tasks,including object classification, shape retrieval, and shape segmentation.",['cs.CV'],345,http://arxiv.org/abs/1712.01537v1,http://scholar.google.com/scholar?oi=bibs&cluster=7231038537347072326&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-11"
50,Visual Attribute Transfer through Deep Image Analogy,"['Yuan Yao', 'Sing Bing Kang', 'Gang Hua', 'Jing Liao', 'Lu Yuan']",2017-05-02T17:44:01Z,2017-06-06T15:16:19Z,"We propose a new technique for visual attribute transfer across images thatmay have very different appearance but have perceptually similar semanticstructure. By visual attribute transfer, we mean transfer of visual information(such as color, tone, texture, and style) from one image to another. Forexample, one image could be that of a painting or a sketch while the other is aphoto of a real scene, and both depict the same type of scene.  Our technique finds semantically-meaningful dense correspondences between twoinput images. To accomplish this, it adapts the notion of ""image analogy"" withfeatures extracted from a Deep Convolutional Neutral Network for matching; wecall our technique Deep Image Analogy. A coarse-to-fine strategy is used tocompute the nearest-neighbor field for generating the results. We validate theeffectiveness of our proposed method in a variety of cases, includingstyle/texture transfer, color/style swap, sketch/painting to photo, and timelapse.",['cs.CV'],199,http://arxiv.org/abs/1705.01088v2,http://scholar.google.com/scholar?oi=bibs&cluster=17272239726041857760&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-15"
51,Approximated and User Steerable tSNE for Progressive Visual Analytics,"['Nicola Pezzotti', 'Laurens van der Maaten', 'Thomas Höllt', 'Anna Vilanova', 'Elmar Eisemann', 'Boudewijn P. F. Lelieveldt']",2015-12-05T12:05:52Z,2016-06-16T09:36:40Z,"Progressive Visual Analytics aims at improving the interactivity in existinganalytics techniques by means of visualization as well as interaction withintermediate results. One key method for data analysis is dimensionalityreduction, for example, to produce 2D embeddings that can be visualized andanalyzed efficiently. t-Distributed Stochastic Neighbor Embedding (tSNE) is awell-suited technique for the visualization of several high-dimensional data.tSNE can create meaningful intermediate results but suffers from a slowinitialization that constrains its application in Progressive Visual Analytics.We introduce a controllable tSNE approximation (A-tSNE), which trades off speedand accuracy, to enable interactive data exploration. We offer real-timevisualization techniques, including a density-based solution and a Magic Lensto inspect the degree of approximation. With this feedback, the user can decideon local refinements and steer the approximation level during the analysis. Wedemonstrate our technique with several datasets, in a real-world researchscenario and for the real-time analysis of high-dimensional streams toillustrate its effectiveness for interactive data analysis.","['cs.CV', 'cs.LG']",130,http://arxiv.org/abs/1512.01655v3,http://scholar.google.com/scholar?oi=bibs&cluster=4186437419065723093&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (7), 1739-1752"
52,Engineering Er3+ placement and emission through chemically-synthesized  self-aligned SiC:Ox nanowire photonic crystal structures,"['Vasileios Nikas', 'Brian Ford', 'Natasha Tabassum', 'Edward Crawford', 'Spyros Gallis']",2017-07-18T16:50:11Z,2017-10-26T20:52:51Z,"High precision placement and integration of color centers in a silicon-basednanosystem, such as a nanowire (NW) array, exhibiting high integrationfunctionality and high photoluminescence (PL) yield can serve as a criticalbuilding block towards the practical realization of devices in the emergingfield of quantum technologies. Herein, we report on an innovative synthesisroute for realizing ultrathin silicon carbide (SiC) NW arrays doped with andwithout oxygen (SiC:Ox), and also erbium (Er). The arrays of thedeterministically positioned NWs are grown in a self-aligned manner throughchemical-vapor-deposition (CVD). A key enabler of this synthesis route is thatSiC:Ox NW photonic crystal (PC) nanostructures are engineered with tailoredgeometry in precise locations during nanofabrication. These ultrathin NW PCstructures not only facilitate the on-demand positioning of Er3+ ions but arepivotal in engineering the emission properties of these color centers. Througha combinational and systematic micro-PL (uPL) and power-dependence PL (PDPL)spectroscopy, PC architecture geometry effects on Er3+-related 1538 nmemission, which is the telecommunication wavelength used in optical fibers,were studied. Approximately 60-fold and 30-fold enhancements for, respectively,the room-temperature Er3+ PL emission and lifetime in the NW PC sample wereobserved compared to its thin-film analog. Furthermore, the 1538 nm emission inSiC:Ox NW PC was found to be modulated linearly with the PC lattice periodicityof the structure. The observed characteristics reveal the efficientEr3+-emission extraction from the technologically-friendly SiC:Ox NW PCstructures.",['cond-mat.mes-hall'],,http://arxiv.org/abs/1707.05738v2,,
53,An angular momentum conserving Affine-Particle-In-Cell method,"['Joseph Teran', 'Craig Schroeder', 'Chenfanfu Jiang']",2016-03-20T07:37:01Z,2016-03-20T07:37:01Z,"We present a new technique for transferring momentum and velocity betweenparticles and grid with Particle-In-Cell (PIC) calculations which we callAffine-Particle-In-Cell (APIC). APIC represents particle velocities as locallyaffine, rather than locally constant as in traditional PIC. We show that thisrepresentation allows APIC to conserve linear and angular momentum acrosstransfers while also dramatically reducing numerical diffusion usuallyassociated with PIC. Notably, conservation is achieved with lumped mass, asopposed to the more commonly used Fluid Implicit Particle (FLIP) transferswhich require a 'full' mass matrix for exact conservation. Furthermore, unlikeFLIP, APIC retains a filtering property of the original PIC and thus does notaccumulate velocity modes on particles as FLIP does. In particular, wedemonstrate that APIC does not experience velocity instabilities that arecharacteristic of FLIP in a number of Material Point Method (MPM)hyperelasticity calculations. Lastly, we demonstrate that when combined withthe midpoint rule for implicit update of grid momentum that linear and angularmomentum are exactly conserved.","['physics.comp-ph', 'math.NA']",,http://arxiv.org/abs/1603.06188v1,,
54,Geometric algebra and singularities of ruled and developable surfaces,"['Junki Tanaka', 'Toru Ohmoto']",2018-08-31T03:33:21Z,2018-08-31T03:33:21Z,"Any ruled surface in Euclidean 3-space is described as a curve of unit dualvectors in the algebra of dual quaternions (=the even Clifford algebra of type(0,3,1)). Combining this classical framework and Singularity Theory, wecharacterize local diffeomorphic types of singular ruled surfaces in terms ofgeometric invariants. In particular, using a theorem of G. Ishikawa, we showthat local topological type of singular (non-cylindrical) developable surfacesis completely determined by vanishing order of the dual torsion, thatgeneralizes an old result of D. Mond for tangent developables of non-singularspace curves. Our approach would be useful for analysis on singularitiesarising in differential line geometry related with several applications such asrobotics, vision theory and architectural geometry.",['math.DG'],,http://arxiv.org/abs/1808.10587v1,,
55,Embedding Complexity In the Data Representation Instead of In the Model:  A Case Study Using Heterogeneous Medical Data,"['Diego A. Mesa', 'Jacek M. Bajor', 'Travis J. Osterman', 'Thomas A. Lasko']",2018-02-12T18:31:24Z,2018-02-12T18:31:24Z,"Electronic Health Records have become popular sources of data for secondaryresearch, but their use is hampered by the amount of effort it takes toovercome the sparsity, irregularity, and noise that they contain. Modernlearning architectures can remove the need for expert-driven featureengineering, but not the need for expert-driven preprocessing to abstract awaythe inherent messiness of clinical data. This preprocessing effort is often thedominant component of a typical clinical prediction project. In this work wepropose using semantic embedding methods to directly couple the raw, messyclinical data to downstream learning architectures with truly minimalpreprocessing. We examine this step from the perspective of capturing andencoding complex data dependencies in the data representation instead of in themodel, which has the nice benefit of allowing downstream processing to be donewith fast, lightweight, and simple models accessible to researchers withoutmachine learning expertise. We demonstrate with three typical clinicalprediction tasks that the highly compressed, embedded data representationscapture a large amount of useful complexity, although in some cases thecompression is not completely lossless.",['stat.AP'],,http://arxiv.org/abs/1802.04233v1,,
56,Smooth polyhedral surfaces,"['Felix Günther', 'Helmut Pottmann', 'Caigui Jiang']",2017-03-15T17:28:40Z,2017-03-15T17:28:40Z,"Polyhedral surfaces are fundamental objects in architectural geometry andindustrial design. Whereas closeness of a given mesh to a smooth referencesurface and its suitability for numerical simulations were already studiedextensively, the aim of our work is to find and to discuss suitable assessmentsof smoothness of polyhedral surfaces that only take the geometry of thepolyhedral surface itself into account. Motivated by analogies to classicaldifferential geometry, we propose a theory of smoothness of polyhedral surfacesincluding suitable notions of normal vectors, tangent planes, asymptoticdirections, and parabolic curves that are invariant under projectivetransformations. It is remarkable that seemingly mild conditions significantlylimit the shapes of faces of a smooth polyhedral surface. Besides being oftheoretical interest, we believe that smoothness of polyhedral surfaces is ofinterest in the architectural context, where vertices and edges of polyhedralsurfaces are highly visible.","['math.MG', 'math.DG', '52B70, 53A05']",,http://arxiv.org/abs/1703.05318v1,,
57,Evaluating Cartogram Effectiveness,"['Sabrina Nusrat', 'Stephen G. Kobourov', 'Md. Jawaherul Alam']",2015-04-09T07:58:01Z,2017-01-02T20:27:53Z,"Cartograms are maps in which areas of geographic regions (countries, states)appear in proportion to some variable of interest (population, income).Cartograms are popular visualizations for geo-referenced data that have beenused for over a century and that make it possible to gain insight into patternsand trends in the world around us. Despite the popularity of cartograms and thelarge number of cartogram types, there are few studies evaluating theeffectiveness of cartograms in conveying information. Based on a recent tasktaxonomy for cartograms, we evaluate four major different types of cartograms:contiguous, non-contiguous, rectangular, and Dorling cartograms. Specifically,we evaluate the effectiveness of these cartograms by quantitative performanceanalysis, as well as by subjective preferences. We analyze the results of ourstudy in the context of some prevailing assumptions in the literature ofcartography and cognitive science. Finally, we make recommendations for the useof different types of cartograms for different tasks and settings.",['cs.HC'],,http://arxiv.org/abs/1504.02218v2,,
58,Hierarchical stochastic neighbor embedding as a tool for visualizing the  encoding capability of magnetic resonance fingerprinting dictionaries,"['Kirsten Koolstra', 'Oleh Dzyubachyk', 'Boudewijn Lelieveldt', 'Andrew Webb', 'Peter Börnert']",2019-10-07T09:48:38Z,2019-10-07T09:48:38Z,"In Magnetic Resonance Fingerprinting (MRF) the quality of the estimatedparameter maps depends on the encoding capability of the variable flip angletrain. In this work we show how the dimensionality reduction techniqueHierarchical Stochastic Neighbor Embedding (HSNE) can be used to obtain insightinto the encoding capability of different MRF sequences. Embeddinghigh-dimensional MRF dictionaries into a lower-dimensional space andvisualizing them with colors, being a surrogate for location in low-dimensionalspace, provides a comprehensive overview of particular dictionaries and, inaddition, enables comparison of different sequences. Dictionaries for varioussequences and sequence lengths were compared to each other, and the effect oftransmit field variations on the encoding capability was assessed. Cleardifferences in encoding capability were observed between different sequences,and HSNE results accurately reflect those obtained from an MRF matchingsimulation.","['eess.IV', 'cs.CV']",,http://arxiv.org/abs/1910.02696v1,,
59,Exploration of Interaction Techniques for Graph-based Modelling in  Virtual Reality,"['Naz Yilmaz', 'Serhat Aras', 'Berat Bicer', 'Adrien Coppens']",2020-01-03T17:06:58Z,2020-01-03T17:06:58Z,"Editing and manipulating graph-based models within immersive environments islargely unexplored and certain design activities could benefit from using thosetechnologies. For example, in the case study of architectural modelling, the 3Dcontext of Virtual Reality naturally matches the intended output product, i.e.a 3D architectural geometry. Since both the state of the art and the state ofthe practice are lacking, we explore the field of VR-based interactivemodelling, and provide insights as to how to implement proper interactions inthat context, with broadly available devices. We consequently produce severalopen-source software prototypes for manipulating graph-based models in VR.",['cs.HC'],,http://arxiv.org/abs/2001.00892v1,,
60,Situational Awareness Enhanced through Social Media Analytics: A Survey  of First Responders,"['David S. Ebert', 'Morteza Karimzadeh', 'Luke S. Snyder', 'Christina Stober']",2019-09-16T16:20:10Z,2019-09-16T16:20:10Z,"Social media data has been increasingly used to facilitate situationalawareness during events and emergencies such as natural disasters. Whileresearchers have investigated several methods to summarize, visualize or minethe data for analysis, first responders have not been able to fully leverageresearch advancements largely due to the gap between academic research anddeployed, functional systems. In this paper, we explore the opportunities andbarriers for the effective use of social media data from first responders'perspective. We present the summary of several detailed interviews with firstresponders on their use of social media for situational awareness. We furtherassess the impact of SMART-a social media visual analytics system-on firstresponder operations.","['cs.SI', 'cs.CY']",,http://arxiv.org/abs/1909.07316v1,,
61,Support-free interior carving for 3D printing,"['X Chen', 'Y Xie']",,,,,17,,http://scholar.google.com/scholar?oi=bibs&cluster=1959560352871407391&btnI=1&nossl=1&hl=en&oe=ASCII,"Visual Informatics 1 (1), 9-15"
62,Towards Pervasive Augmented Reality: Context-Awareness in Augmented Reality,"['J Grubert', 'H Regenbrecht', 'S Zollmann', 'T Langlotz']",,,,,105,,http://scholar.google.com/scholar?oi=bibs&cluster=14878929993524501961&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (6), 1706-1724"
63,VISTopic: A visual analytics system for making sense of large document collections using hierarchical topic modeling,"['Q Yao', 'Y Yang', 'H Qu']",,,,,18,,http://scholar.google.com/scholar?oi=bibs&cluster=16643578734165627519&btnI=1&nossl=1&hl=en&oe=ASCII,"Visual Informatics 1 (1), 40-47"
64,Exploratory Text Analysis using Lexical Episode Plots.,"['C Rohrdantz', 'M El-Assady', 'V Gold']",,,,,22,,http://scholar.google.com/scholar?oi=bibs&cluster=11680873089489670950&btnI=1&nossl=1&hl=en&oe=ASCII,"EuroVis (Short Papers), 85-89"
