ID,title,authors,published,updated,abstract,categories,citations,arxiv_url,gscholar_url,journal
52,Understanding Back-Translation at Scale,"['David Grangier', 'Michael Auli', 'Myle Ott', 'Sergey Edunov']",2018-08-28T16:05:40Z,2018-10-03T01:42:36Z,"An effective method to improve neural machine translation with monolingualdata is to augment the parallel training corpus with back-translations oftarget language sentences. This work broadens the understanding ofback-translation and investigates a number of methods to generate syntheticsource sentences. We find that in all but resource poor settingsback-translations obtained via sampling or noised beam outputs are mosteffective. Our analysis shows that sampling or noisy synthetic data gives amuch stronger training signal than data generated by beam or greedy search. Wealso compare how synthetic data compares to genuine bitext and study variousdomain effects. Finally, we scale to hundreds of millions of monolingualsentences and achieve a new state of the art of 35 BLEU on the WMT'14English-German test set.",['cs.CL'],222,http://arxiv.org/abs/1808.09381v2,http://scholar.google.com/scholar?oi=bibs&cluster=5388849145974890035&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 2018 Conference on Empirical Methods in Natural Language …
53,Generating Natural Questions About an Image,"['Nasrin Mostafazadeh', 'Lucy Vanderwende', 'Ishan Misra', 'Xiaodong He', 'Jacob Devlin', 'Margaret Mitchell']",2016-03-19T07:27:15Z,2016-06-09T01:20:49Z,"There has been an explosion of work in the vision &amp; language community duringthe past few years from image captioning to video transcription, and answeringquestions about images. These tasks have focused on literal descriptions of theimage. To move beyond the literal, we choose to explore how questions about animage are often directed at commonsense inference and the abstract eventsevoked by objects in the image. In this paper, we introduce the novel task ofVisual Question Generation (VQG), where the system is tasked with asking anatural and engaging question when shown an image. We provide three datasetswhich cover a variety of images from object-centric to event-centric, withconsiderably more abstract training data than provided to state-of-the-artcaptioning systems thus far. We train and test several generative and retrievalmodels to tackle the task of VQG. Evaluation results show that while suchmodels ask reasonable questions for a variety of images, there is still a widegap with human performance which motivates further work on connecting imageswith commonsense knowledge and pragmatics. Our proposed task offers a newchallenge to the community which we hope furthers interest in exploring deeperconnections between vision &amp; language.","['cs.CL', 'cs.AI', 'cs.CV']",157,http://arxiv.org/abs/1603.06059v3,http://scholar.google.com/scholar?oi=bibs&cluster=4484714299067295364&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 54th Annual Meeting of the Association for Computational …
54,"Personalizing Dialogue Agents: I have a dog, do you have pets too?","['Saizheng Zhang', 'Emily Dinan', 'Arthur Szlam', 'Jack Urbanek', 'Jason Weston', 'Douwe Kiela']",2018-01-22T18:58:18Z,2018-09-25T18:55:07Z,"Chit-chat models are known to have several problems: they lack specificity,do not display a consistent personality and are often not very captivating. Inthis work we present the task of making chit-chat more engaging by conditioningon profile information. We collect data and train models to (i) condition ontheir given profile information; and (ii) information about the person they aretalking to, resulting in improved dialogues, as measured by next utteranceprediction. Since (ii) is initially unknown our model is trained to engage itspartner with personal topics, and we show the resulting dialogue can be used topredict profile information about the interlocutors.","['cs.AI', 'cs.CL']",267,http://arxiv.org/abs/1801.07243v5,http://scholar.google.com/scholar?oi=bibs&cluster=3549630893257499646&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 56th Annual Meeting of the Association for Computational …
55,A Strong Baseline for Learning Cross-Lingual Word Embeddings from  Sentence Alignments,"['Omer Levy', 'Anders Søgaard', 'Yoav Goldberg']",2016-08-18T20:27:46Z,2017-01-09T20:49:18Z,"While cross-lingual word embeddings have been studied extensively in recentyears, the qualitative differences between the different algorithms remainvague. We observe that whether or not an algorithm uses a particular featureset (sentence IDs) accounts for a significant performance gap among thesealgorithms. This feature set is also used by traditional alignment algorithms,such as IBM Model-1, which demonstrate similar performance to state-of-the-artembedding algorithms on a variety of benchmarks. Overall, we observe thatdifferent algorithmic approaches for utilizing the sentence ID feature spaceresult in similar performance. This paper draws both empirical and theoreticalparallels between the embedding and alignment literature, and suggests thatadding additional sources of information, which go beyond the traditionalsignal of bilingual sentence-aligned corpora, may substantially improvecross-lingual word embeddings, and that future baselines should at least takesuch features into account.",['cs.CL'],48,http://arxiv.org/abs/1608.05426v2,http://scholar.google.com/scholar?oi=bibs&cluster=6026870361052767685&btnI=1&nossl=1&hl=en&oe=ASCII,"EACL (1), 765-774"
56,Compression of Neural Machine Translation Models via Pruning,"['Minh-Thang Luong', 'Abigail See', 'Christopher D. Manning']",2016-06-29T20:36:23Z,2016-06-29T20:36:23Z,"Neural Machine Translation (NMT), like many other deep learning domains,typically suffers from over-parameterization, resulting in large storage sizes.This paper examines three simple magnitude-based pruning schemes to compressNMT models, namely class-blind, class-uniform, and class-distribution, whichdiffer in terms of how pruning thresholds are computed for the differentclasses of weights in the NMT architecture. We demonstrate the efficacy ofweight pruning as a compression technique for a state-of-the-art NMT system. Weshow that an NMT model with over 200 million parameters can be pruned by 40%with very little performance loss as measured on the WMT'14 English-Germantranslation task. This sheds light on the distribution of redundancy in the NMTarchitecture. Our main result is that with retraining, we can recover and evensurpass the original performance with an 80%-pruned model.","['cs.AI', 'cs.CL', 'cs.NE']",89,http://arxiv.org/abs/1606.09274v1,http://scholar.google.com/scholar?oi=bibs&cluster=13072353668416361496&btnI=1&nossl=1&hl=en&oe=ASCII,"CoNLL, 291-301"
57,CoNLL-SIGMORPHON 2017 Shared Task: Universal Morphological Reinflection  in 52 Languages,"['Manaal Faruqui', 'David Yarowsky', 'Patrick Xia', 'Géraldine Walther', 'Sandra Kübler', 'Jason Eisner', 'Ekaterina Vylomova', 'Ryan Cotterell', 'Christo Kirov', 'Mans Hulden', 'John Sylak-Glassman']",2017-06-27T20:02:34Z,2017-07-04T18:12:34Z,"The CoNLL-SIGMORPHON 2017 shared task on supervised morphological generationrequired systems to be trained and tested in each of 52 typologically diverselanguages. In sub-task 1, submitted systems were asked to predict a specificinflected form of a given lemma. In sub-task 2, systems were given a lemma andsome of its specific inflected forms, and asked to complete the inflectionalparadigm by predicting all of the remaining inflected forms. Both sub-tasksincluded high, medium, and low-resource conditions. Sub-task 1 received 24system submissions, while sub-task 2 received 3 system submissions. Followingthe success of neural sequence-to-sequence models in the SIGMORPHON 2016 sharedtask, all but one of the submissions included a neural component. The resultsshow that high performance can be achieved with small training datasets, solong as models have appropriate inductive bias or make use of additionalunlabeled data or synthetic data. However, different biasing and dataaugmentation resulted in disjoint sets of inflected forms being predictedcorrectly, suggesting that there is room for future improvement.",['cs.CL'],108,http://arxiv.org/abs/1706.09031v2,http://scholar.google.com/scholar?oi=bibs&cluster=13291277762723173318&btnI=1&nossl=1&hl=en&oe=ASCII,"CoNLL Shared Task (1), 1-30"
58,Compositional Vector Space Models for Knowledge Base Completion,"['Arvind Neelakantan', 'Andrew McCallum', 'Benjamin Roth']",2015-04-24T23:06:10Z,2015-05-27T21:23:45Z,"Knowledge base (KB) completion adds new facts to a KB by making inferencesfrom existing facts, for example by inferring with high likelihoodnationality(X,Y) from bornIn(X,Y). Most previous methods infer simple one-hoprelational synonyms like this, or use as evidence a multi-hop relational pathtreated as an atomic feature, like bornIn(X,Z) -&gt; containedIn(Z,Y). This paperpresents an approach that reasons about conjunctions of multi-hop relationsnon-atomically, composing the implications of a path using a recursive neuralnetwork (RNN) that takes as inputs vector embeddings of the binary relation inthe path. Not only does this allow us to generalize to paths unseen at trainingtime, but also, with a single high-capacity RNN, to predict new relation typesnot seen when the compositional model was trained (zero-shot learning). Weassemble a new dataset of over 52M relational triples, and show that our methodimproves over a traditional classifier by 11%, and a method leveragingpre-trained embeddings by 7%.","['cs.CL', 'stat.ML']",223,http://arxiv.org/abs/1504.06662v2,http://scholar.google.com/scholar?oi=bibs&cluster=12085078841033947995&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 53rd Annual Meeting of the Association for Computational …
59,Neural Symbolic Machines: Learning Semantic Parsers on Freebase with  Weak Supervision,"['Ni Lao', 'Kenneth D. Forbus', 'Quoc Le', 'Jonathan Berant', 'Chen Liang']",2016-10-31T20:07:23Z,2017-04-23T07:16:13Z,"Harnessing the statistical power of neural networks to perform languageunderstanding and symbolic reasoning is difficult, when it requires executingefficient discrete operations against a large knowledge-base. In this work, weintroduce a Neural Symbolic Machine, which contains (a) a neural ""programmer"",i.e., a sequence-to-sequence model that maps language utterances to programsand utilizes a key-variable memory to handle compositionality (b) a symbolic""computer"", i.e., a Lisp interpreter that performs program execution, and helpsfind good programs by pruning the search space. We apply REINFORCE to directlyoptimize the task reward of this structured prediction problem. To train withweak supervision and improve the stability of REINFORCE, we augment it with aniterative maximum-likelihood training process. NSM outperforms thestate-of-the-art on the WebQuestionsSP dataset when trained fromquestion-answer pairs only, without requiring any feature engineering ordomain-specific knowledge.","['cs.CL', 'cs.AI', 'cs.LG']",193,http://arxiv.org/abs/1611.00020v4,http://scholar.google.com/scholar?oi=bibs&cluster=10752685133082009981&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 55th Annual Meeting of the Association for Computational …
60,Adversarial Learning for Neural Dialogue Generation,"['Alan Ritter', 'Dan Jurafsky', 'Sébastien Jean', 'Jiwei Li', 'Tianlin Shi', 'Will Monroe']",2017-01-23T18:32:27Z,2017-09-24T01:44:39Z,"In this paper, drawing intuition from the Turing test, we propose usingadversarial training for open-domain dialogue generation: the system is trainedto produce sequences that are indistinguishable from human-generated dialogueutterances. We cast the task as a reinforcement learning (RL) problem where wejointly train two systems, a generative model to produce response sequences,and a discriminator---analagous to the human evaluator in the Turing test--- todistinguish between the human-generated dialogues and the machine-generatedones. The outputs from the discriminator are then used as rewards for thegenerative model, pushing the system to generate dialogues that mostly resemblehuman dialogues.  In addition to adversarial training we describe a model for adversarial {\emevaluation} that uses success in fooling an adversary as a dialogue evaluationmetric, while avoiding a number of potential pitfalls. Experimental results onseveral metrics, including adversarial evaluation, demonstrate that theadversarially-trained system generates higher-quality responses than previousbaselines.",['cs.CL'],547,http://arxiv.org/abs/1701.06547v5,http://scholar.google.com/scholar?oi=bibs&cluster=2709411320030823497&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 2017 Conference on Empirical Methods in Natural Language …
61,Deal or No Deal? End-to-End Learning for Negotiation Dialogues,"['Denis Yarats', 'Mike Lewis', 'Yann N. Dauphin', 'Dhruv Batra', 'Devi Parikh']",2017-06-16T01:26:09Z,2017-06-16T01:26:09Z,"Much of human dialogue occurs in semi-cooperative settings, where agents withdifferent goals attempt to agree on common decisions. Negotiations requirecomplex communication and reasoning skills, but success is easy to measure,making this an interesting task for AI. We gather a large dataset ofhuman-human negotiations on a multi-issue bargaining task, where agents whocannot observe each other's reward functions must reach an agreement (or adeal) via natural language dialogue. For the first time, we show it is possibleto train end-to-end models for negotiation, which must learn both linguisticand reasoning skills with no annotated dialogue states. We also introducedialogue rollouts, in which the model plans ahead by simulating possiblecomplete continuations of the conversation, and find that this techniquedramatically improves performance. Our code and dataset are publicly available(https://github.com/facebookresearch/end-to-end-negotiator).","['cs.AI', 'cs.CL']",162,http://arxiv.org/abs/1706.05125v1,http://scholar.google.com/scholar?oi=bibs&cluster=9824826429622854678&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 2017 Conference on Empirical Methods in Natural Language …
62,A Convolutional Encoder Model for Neural Machine Translation,"['Jonas Gehring', 'David Grangier', 'Michael Auli', 'Yann N. Dauphin']",2016-11-07T23:46:45Z,2017-07-25T01:36:14Z,The prevalent approach to neural machine translation relies on bi-directionalLSTMs to encode the source sentence. In this paper we present a faster andsimpler architecture based on a succession of convolutional layers. This allowsto encode the entire source sentence simultaneously compared to recurrentnetworks for which computation is constrained by temporal dependencies. OnWMT'16 English-Romanian translation we achieve competitive accuracy to thestate-of-the-art and we outperform several recently published results on theWMT'15 English-German task. Our models obtain almost the same accuracy as avery deep LSTM setup on WMT'14 English-French translation. Our convolutionalencoder speeds up CPU decoding by more than two times at the same or higheraccuracy as a strong bi-directional LSTM baseline.,['cs.CL'],229,http://arxiv.org/abs/1611.02344v3,http://scholar.google.com/scholar?oi=bibs&cluster=13078160224216368728&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 55th Annual Meeting of the Association for Computational …
63,Addressing the Data Sparsity Issue in Neural AMR Parsing,"['Xiaochang Peng', 'Chuan Wang', 'Daniel Gildea', 'Nianwen Xue']",2017-02-16T17:09:12Z,2017-02-16T17:09:12Z,"Neural attention models have achieved great success in different NLP tasks.How- ever, they have not fulfilled their promise on the AMR parsing task due tothe data sparsity issue. In this paper, we de- scribe a sequence-to-sequencemodel for AMR parsing and present different ways to tackle the data sparsityproblem. We show that our methods achieve significant improvement over abaseline neural atten- tion model and our results are also compet- itiveagainst state-of-the-art systems that do not use extra linguistic resources.",['cs.CL'],51,http://arxiv.org/abs/1702.05053v1,http://scholar.google.com/scholar?oi=bibs&cluster=4779352758153500570&btnI=1&nossl=1&hl=en&oe=ASCII,"EACL (1), 366-375"
64,SemEval 2017 Task 10: ScienceIE - Extracting Keyphrases and Relations  from Scientific Publications,"['Lakshmi Vikraman', 'Andrew McCallum', 'Sebastian Riedel', 'Isabelle Augenstein', 'Mrinal Das']",2017-04-10T13:43:40Z,2017-05-02T15:32:41Z,"We describe the SemEval task of extracting keyphrases and relations betweenthem from scientific documents, which is crucial for understanding whichpublications describe which processes, tasks and materials. Although this was anew task, we had a total of 26 submissions across 3 evaluation scenarios. Weexpect the task and the findings reported in this paper to be relevant forresearchers working on understanding scientific content, as well as the broaderknowledge base population and information extraction communities.","['cs.CL', 'cs.AI', 'stat.ML']",127,http://arxiv.org/abs/1704.02853v3,http://scholar.google.com/scholar?oi=bibs&cluster=14642300235422544774&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 11th International Workshop on Semantic Evaluation …
65,Tree-to-Sequence Attentional Neural Machine Translation,"['Akiko Eriguchi', 'Yoshimasa Tsuruoka', 'Kazuma Hashimoto']",2016-03-19T10:08:40Z,2016-06-08T08:39:11Z,"Most of the existing Neural Machine Translation (NMT) models focus on theconversion of sequential data and do not directly use syntactic information. Wepropose a novel end-to-end syntactic NMT model, extending asequence-to-sequence model with the source-side phrase structure. Our model hasan attention mechanism that enables the decoder to generate a translated wordwhile softly aligning it with phrases as well as words of the source sentence.Experimental results on the WAT'15 English-to-Japanese dataset demonstrate thatour proposed model considerably outperforms sequence-to-sequence attentionalNMT models and compares favorably with the state-of-the-art tree-to-string SMTsystem.",['cs.CL'],176,http://arxiv.org/abs/1603.06075v3,http://scholar.google.com/scholar?oi=bibs&cluster=10114639659174243367&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 54th Annual Meeting of the Association for Computational …
66,Unsupervised Learning of Sentence Embeddings using Compositional n-Gram  Features,"['Martin Jaggi', 'Prakhar Gupta', 'Matteo Pagliardini']",2017-03-07T18:19:11Z,2018-12-28T15:12:58Z,"The recent tremendous success of unsupervised word embeddings in a multitudeof applications raises the obvious question if similar methods could be derivedto improve embeddings (i.e. semantic representations) of word sequences aswell. We present a simple but efficient unsupervised objective to traindistributed representations of sentences. Our method outperforms thestate-of-the-art unsupervised models on most benchmark tasks, highlighting therobustness of the produced general-purpose sentence embeddings.","['cs.CL', 'cs.AI', 'cs.IR', 'I.2.7']",289,http://arxiv.org/abs/1703.02507v3,http://scholar.google.com/scholar?oi=bibs&cluster=11854173454943900486&btnI=1&nossl=1&hl=en&oe=ASCII,"NAACL-HLT, 528-540"
67,Deep Recurrent Models with Fast-Forward Connections for Neural Machine  Translation,"['Peng Li', 'Jie Zhou', 'Xuguang Wang', 'Wei Xu', 'Ying Cao']",2016-06-14T03:53:00Z,2016-07-23T13:14:17Z,"Neural machine translation (NMT) aims at solving machine translation (MT)problems using neural networks and has exhibited promising results in recentyears. However, most of the existing NMT models are shallow and there is stilla performance gap between a single NMT model and the best conventional MTsystem. In this work, we introduce a new type of linear connections, namedfast-forward connections, based on deep Long Short-Term Memory (LSTM) networks,and an interleaved bi-directional architecture for stacking the LSTM layers.Fast-forward connections play an essential role in propagating the gradientsand building a deep topology of depth 16. On the WMT'14 English-to-French task,we achieve BLEU=37.7 with a single attention model, which outperforms thecorresponding single shallow model by 6.2 BLEU points. This is the first timethat a single NMT model achieves state-of-the-art performance and outperformsthe best conventional model by 0.7 BLEU points. We can still achieve BLEU=36.3even without using an attention mechanism. After special handling of unknownwords and model ensembling, we obtain the best score reported to date on thistask with BLEU=40.4. Our models are also validated on the more difficult WMT'14English-to-German task.","['cs.CL', 'cs.LG']",143,http://arxiv.org/abs/1606.04199v3,http://scholar.google.com/scholar?oi=bibs&cluster=2319930273054317494&btnI=1&nossl=1&hl=en&oe=ASCII,"Transactions of the Association for Computational Linguistics 4, 371-383"
68,A Novel Embedding Model for Knowledge Base Completion Based on  Convolutional Neural Network,"['Tu Dinh Nguyen', 'Dat Quoc Nguyen', 'Dinh Phung', 'Dai Quoc Nguyen']",2017-12-06T10:41:47Z,2018-03-13T07:45:20Z,"In this paper, we propose a novel embedding model, named ConvKB, forknowledge base completion. Our model ConvKB advances state-of-the-art models byemploying a convolutional neural network, so that it can capture globalrelationships and transitional characteristics between entities and relationsin knowledge bases. In ConvKB, each triple (head entity, relation, tail entity)is represented as a 3-column matrix where each column vector represents atriple element. This 3-column matrix is then fed to a convolution layer wheremultiple filters are operated on the matrix to generate different feature maps.These feature maps are then concatenated into a single feature vectorrepresenting the input triple. The feature vector is multiplied with a weightvector via a dot product to return a score. This score is then used to predictwhether the triple is valid or not. Experiments show that ConvKB achievesbetter link prediction performance than previous state-of-the-art embeddingmodels on two benchmark datasets WN18RR and FB15k-237.",['cs.CL'],104,http://arxiv.org/abs/1712.02121v2,http://scholar.google.com/scholar?oi=bibs&cluster=5515928500707541108&btnI=1&nossl=1&hl=en&oe=ASCII,"NAACL-HLT (2), 327-333"
69,When Are Tree Structures Necessary for Deep Learning of Representations?,"['Jiwei Li', 'Minh-Thang Luong', 'Dan Jurafsky', 'Eudard Hovy']",2015-02-28T21:39:31Z,2015-08-18T05:59:18Z,"Recursive neural models, which use syntactic parse trees to recursivelygenerate representations bottom-up, are a popular architecture. But there havenot been rigorous evaluations showing for exactly which tasks this syntax-basedmethod is appropriate. In this paper we benchmark {\bf recursive} neural modelsagainst sequential {\bf recurrent} neural models (simple recurrent and LSTMmodels), enforcing apples-to-apples comparison as much as possible. Weinvestigate 4 tasks: (1) sentiment classification at the sentence level andphrase level; (2) matching questions to answer-phrases; (3) discourse parsing;(4) semantic relation extraction (e.g., {\em component-whole} between nouns).  Our goal is to understand better when, and why, recursive models canoutperform simpler models. We find that recursive models help mainly on tasks(like semantic relation extraction) that require associating headwords across along distance, particularly on very long sequences. We then introduce a methodfor allowing recurrent models to achieve similar performance: breaking longsentences into clause-like units at punctuation and processing them separatelybefore combining. Our results thus help understand the limitations of bothclasses of models, and suggest directions for improving recurrent models.","['cs.AI', 'cs.CL']",168,http://arxiv.org/abs/1503.00185v5,http://scholar.google.com/scholar?oi=bibs&cluster=8781853956244507565&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 2015 Conference on Empirical Methods in Natural Language …
70,How Grammatical is Character-level Neural Machine Translation? Assessing  MT Quality with Contrastive Translation Pairs,['Rico Sennrich'],2016-12-14T13:45:35Z,2017-02-13T09:59:05Z,"Analysing translation quality in regards to specific linguistic phenomena hashistorically been difficult and time-consuming. Neural machine translation hasthe attractive property that it can produce scores for arbitrary translations,and we propose a novel method to assess how well NMT systems model specificlinguistic phenomena such as agreement over long distances, the production ofnovel words, and the faithful translation of polarity. The core idea is that wemeasure whether a reference translation is more probable under a NMT model thana contrastive translation which introduces a specific type of error. We presentLingEval97, a large-scale data set of 97000 contrastive translation pairs basedon the WMT English-&gt;German translation task, with errors automatically createdwith simple rules. We report results for a number of systems, and find thatrecently introduced character-level NMT systems perform better attransliteration than models with byte-pair encoding (BPE) segmentation, butperform more poorly at morphosyntactic agreement, and translating discontiguousunits of meaning.",['cs.CL'],78,http://arxiv.org/abs/1612.04629v3,http://scholar.google.com/scholar?oi=bibs&cluster=14294900718072928557&btnI=1&nossl=1&hl=en&oe=ASCII,"EACL (2), 376-382"
71,Large-scale Analysis of Counseling Conversations: An Application of  Natural Language Processing to Mental Health,"['Jure Leskovec', 'Tim Althoff', 'Kevin Clark']",2016-05-14T20:02:05Z,2016-08-14T20:45:55Z,"Mental illness is one of the most pressing public health issues of our time.While counseling and psychotherapy can be effective treatments, our knowledgeabout how to conduct successful counseling conversations has been limited dueto lack of large-scale data with labeled outcomes of the conversations. In thispaper, we present a large-scale, quantitative study on the discourse oftext-message-based counseling conversations. We develop a set of novelcomputational discourse analysis methods to measure how various linguisticaspects of conversations are correlated with conversation outcomes. Applyingtechniques such as sequence-based conversation models, language modelcomparisons, message clustering, and psycholinguistics-inspired word frequencyanalyses, we discover actionable conversation strategies that are associatedwith better conversation outcomes.","['cs.CL', 'cs.CY', 'cs.SI']",90,http://arxiv.org/abs/1605.04462v3,http://scholar.google.com/scholar?oi=bibs&cluster=12360325295977698039&btnI=1&nossl=1&hl=en&oe=ASCII,"Transactions of the Association for Computational Linguistics 4, 463-476"
72,Sequential Matching Network: A New Architecture for Multi-turn Response  Selection in Retrieval-based Chatbots,"['Chen Xing', 'Zhoujun Li', 'Ming Zhou', 'Wei Wu', 'Yu Wu']",2016-12-06T01:57:39Z,2017-05-15T01:50:55Z,"We study response selection for multi-turn conversation in retrieval-basedchatbots. Existing work either concatenates utterances in context or matches aresponse with a highly abstract context vector finally, which may loserelationships among utterances or important contextual information. We proposea sequential matching network (SMN) to address both problems. SMN first matchesa response with each utterance in the context on multiple levels ofgranularity, and distills important matching information from each pair as avector with convolution and pooling operations. The vectors are thenaccumulated in a chronological order through a recurrent neural network (RNN)which models relationships among utterances. The final matching score iscalculated with the hidden states of the RNN. An empirical study on two publicdata sets shows that SMN can significantly outperform state-of-the-art methodsfor response selection in multi-turn conversation.",['cs.CL'],189,http://arxiv.org/abs/1612.01627v2,http://scholar.google.com/scholar?oi=bibs&cluster=16760811131286357810&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 55th Annual Meeting of the Association for Computational …
73,Diachronic Word Embeddings Reveal Statistical Laws of Semantic Change,"['Dan Jurafsky', 'William L. Hamilton', 'Jure Leskovec']",2016-05-30T03:54:18Z,2018-10-25T17:34:43Z,"Understanding how words change their meanings over time is key to models oflanguage and cultural evolution, but historical data on meaning is scarce,making theories hard to develop and test. Word embeddings show promise as adiachronic tool, but have not been carefully evaluated. We develop a robustmethodology for quantifying semantic change by evaluating word embeddings(PPMI, SVD, word2vec) against known historical changes. We then use thismethodology to reveal statistical laws of semantic evolution. Using sixhistorical corpora spanning four languages and two centuries, we propose twoquantitative laws of semantic change: (i) the law of conformity---the rate ofsemantic change scales with an inverse power-law of word frequency; (ii) thelaw of innovation---independent of frequency, words that are more polysemoushave higher rates of semantic change.",['cs.CL'],417,http://arxiv.org/abs/1605.09096v6,http://scholar.google.com/scholar?oi=bibs&cluster=902015005372841170&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 54th Annual Meeting of the Association for Computational …
74,Abstractive Text Summarization Using Sequence-to-Sequence RNNs and  Beyond,"['Ramesh Nallapati', 'Cicero Nogueira dos santos', 'Bing Xiang', 'Bowen Zhou', 'Caglar Gulcehre']",2016-02-19T02:04:18Z,2016-08-26T16:13:13Z,"In this work, we model abstractive text summarization using AttentionalEncoder-Decoder Recurrent Neural Networks, and show that they achievestate-of-the-art performance on two different corpora. We propose several novelmodels that address critical problems in summarization that are not adequatelymodeled by the basic architecture, such as modeling key-words, capturing thehierarchy of sentence-to-word structure, and emitting words that are rare orunseen at training time. Our work shows that many of our proposed modelscontribute to further improvement in performance. We also propose a new datasetconsisting of multi-sentence summaries, and establish performance benchmarksfor further research.",['cs.CL'],912,http://arxiv.org/abs/1602.06023v5,http://scholar.google.com/scholar?oi=bibs&cluster=17503002498462524081&btnI=1&nossl=1&hl=en&oe=ASCII,"CoNLL, 280-290"
75,Improving Hypernymy Detection with an Integrated Path-based and  Distributional Method,"['Vered Shwartz', 'Ido Dagan', 'Yoav Goldberg']",2016-03-19T10:09:53Z,2016-06-07T10:09:43Z,"Detecting hypernymy relations is a key task in NLP, which is addressed in theliterature using two complementary approaches. Distributional methods, whosesupervised variants are the current best performers, and path-based methods,which received less research attention. We suggest an improved path-basedalgorithm, in which the dependency paths are encoded using a recurrent neuralnetwork, that achieves results comparable to distributional methods. We thenextend the approach to integrate both path-based and distributional signals,significantly improving upon the state-of-the-art on this task.",['cs.CL'],166,http://arxiv.org/abs/1603.06076v3,http://scholar.google.com/scholar?oi=bibs&cluster=8520532206920675606&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 54th Annual Meeting of the Association for Computational …
76,OpenNMT: Open-Source Toolkit for Neural Machine Translation,"['Jean Senellart', 'Alexander M. Rush', 'Yuntian Deng', 'Yoon Kim', 'Guillaume Klein']",2017-01-10T23:32:43Z,2017-03-06T15:54:27Z,"We describe an open-source toolkit for neural machine translation (NMT). Thetoolkit prioritizes efficiency, modularity, and extensibility with the goal ofsupporting NMT research into model architectures, feature representations, andsource modalities, while maintaining competitive performance and reasonabletraining requirements. The toolkit consists of modeling and translationsupport, as well as detailed pedagogical documentation about the underlyingtechniques.","['cs.CL', 'cs.AI', 'cs.NE']",899,http://arxiv.org/abs/1701.02810v2,http://scholar.google.com/scholar?oi=bibs&cluster=6651054115351140376&btnI=1&nossl=1&hl=en&oe=ASCII,"ACL (System Demonstrations), 67-72"
77,Pre-Translation for Neural Machine Translation,"['Eunah Cho', 'Alex Waibel', 'Jan Niehues', 'Thanh-Le Ha']",2016-10-17T18:14:24Z,2016-10-17T18:14:24Z,"Recently, the development of neural machine translation (NMT) hassignificantly improved the translation quality of automatic machinetranslation. While most sentences are more accurate and fluent thantranslations by statistical machine translation (SMT)-based systems, in somecases, the NMT system produces translations that have a completely differentmeaning. This is especially the case when rare words occur.  When using statistical machine translation, it has already been shown thatsignificant gains can be achieved by simplifying the input in a preprocessingstep. A commonly used example is the pre-reordering approach.  In this work, we used phrase-based machine translation to pre-translate theinput into the target language. Then a neural machine translation systemgenerates the final hypothesis using the pre-translation. Thereby, we useeither only the output of the phrase-based machine translation (PBMT) system ora combination of the PBMT output and the source sentence.  We evaluate the technique on the English to German translation task. Usingthis approach we are able to outperform the PBMT system as well as the baselineneural MT system by up to 2 BLEU points. We analyzed the influence of thequality of the initial system on the final result.",['cs.CL'],53,http://arxiv.org/abs/1610.05243v1,http://scholar.google.com/scholar?oi=bibs&cluster=9288973466527219575&btnI=1&nossl=1&hl=en&oe=ASCII,"COLING, 1828-1836"
78,Multilingual Language Processing From Bytes,"['Cliff Brunk', 'Amarnag Subramanya', 'Dan Gillick', 'Oriol Vinyals']",2015-12-01T00:23:44Z,2016-04-02T16:26:23Z,"We describe an LSTM-based model which we call Byte-to-Span (BTS) that readstext as bytes and outputs span annotations of the form [start, length, label]where start positions, lengths, and labels are separate entries in ourvocabulary. Because we operate directly on unicode bytes rather thanlanguage-specific words or characters, we can analyze text in many languageswith a single model. Due to the small vocabulary size, these multilingualmodels are very compact, but produce results similar to or better than thestate-of- the-art in Part-of-Speech tagging and Named Entity Recognition thatuse only the provided training datasets (no external data sources). Our modelsare learning ""from scratch"" in that they do not rely on any elements of thestandard pipeline in Natural Language Processing (including tokenization), andthus can run in standalone fashion on raw text.",['cs.CL'],157,http://arxiv.org/abs/1512.00103v2,http://scholar.google.com/scholar?oi=bibs&cluster=4801616475177522971&btnI=1&nossl=1&hl=en&oe=ASCII,"HLT-NAACL, 1296-1306"
